"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"9 years"	"9"	"2020"	"2020"	60	4078668	1.5
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"9 years"	"9"	"2021"	"2021"	63	4058615	1.6
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"9 years"	"9"	"2022 "	"2022"	73	4017929	1.8
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"10 years"	"10"	"2018"	"2018"	81	4184077	1.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"10 years"	"10"	"2019"	"2019"	75	4060940	1.8
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"10 years"	"10"	"2020"	"2020"	70	4074173	1.7
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"10 years"	"10"	"2021"	"2021"	76	4103489	1.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"10 years"	"10"	"2022 "	"2022"	68	4024547	1.7
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"11 years"	"11"	"2018"	"2018"	76	4203007	1.8
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"11 years"	"11"	"2019"	"2019"	79	4189261	1.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"11 years"	"11"	"2020"	"2020"	80	4072994	2.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"11 years"	"11"	"2021"	"2021"	80	4189406	1.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"11 years"	"11"	"2022 "	"2022"	81	4068564	2.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"12 years"	"12"	"2018"	"2018"	91	4168485	2.2
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"12 years"	"12"	"2019"	"2019"	86	4208387	2.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"12 years"	"12"	"2020"	"2020"	80	4200977	1.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"12 years"	"12"	"2021"	"2021"	85	4279315	2.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"12 years"	"12"	"2022 "	"2022"	84	4152811	2.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"13 years"	"13"	"2018"	"2018"	100	4156887	2.4
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"13 years"	"13"	"2019"	"2019"	74	4175221	1.8
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"13 years"	"13"	"2020"	"2020"	88	4219921	2.1
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"13 years"	"13"	"2021"	"2021"	117	4442581	2.6
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"13 years"	"13"	"2022 "	"2022"	99	4240884	2.3
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"14 years"	"14"	"2018"	"2018"	102	4167071	2.4
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"14 years"	"14"	"2019"	"2019"	90	4164459	2.2
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"14 years"	"14"	"2020"	"2020"	92	4186358	2.2
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"14 years"	"14"	"2021"	"2021"	91	4432993	2.1
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"14 years"	"14"	"2022 "	"2022"	110	4403033	2.5
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"15 years"	"15"	"2018"	"2018"	123	4141218	3.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"15 years"	"15"	"2019"	"2019"	115	4175459	2.8
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"15 years"	"15"	"2020"	"2020"	100	4175920	2.4
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"15 years"	"15"	"2021"	"2021"	101	4355926	2.3
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"15 years"	"15"	"2022 "	"2022"	130	4396566	3.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"16 years"	"16"	"2018"	"2018"	111	4130744	2.7
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"16 years"	"16"	"2019"	"2019"	85	4150420	2.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"16 years"	"16"	"2020"	"2020"	111	4187874	2.7
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"16 years"	"16"	"2021"	"2021"	117	4310462	2.7
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"16 years"	"16"	"2022 "	"2022"	103	4325808	2.4
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"17 years"	"17"	"2018"	"2018"	134	4241936	3.2
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"17 years"	"17"	"2019"	"2019"	119	4142425	2.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"17 years"	"17"	"2020"	"2020"	97	4164893	2.3
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"17 years"	"17"	"2021"	"2021"	131	4333375	3.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"17 years"	"17"	"2022 "	"2022"	110	4291066	2.6
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"18 years"	"18"	"2018"	"2018"	138	4319722	3.2
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"18 years"	"18"	"2019"	"2019"	146	4255827	3.4
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"18 years"	"18"	"2020"	"2020"	116	4159857	2.8
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"18 years"	"18"	"2021"	"2021"	122	4292780	2.8
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"18 years"	"18"	"2022 "	"2022"	146	4326642	3.4
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"19 years"	"19"	"2018"	"2018"	115	4263601	2.7
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"19 years"	"19"	"2019"	"2019"	124	4330439	2.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"19 years"	"19"	"2020"	"2020"	125	4272385	2.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"19 years"	"19"	"2021"	"2021"	121	4272123	2.8
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"19 years"	"19"	"2022 "	"2022"	142	4295710	3.3
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"1 year"	"1"	"2019"	"2019"	14	3829599	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"1 year"	"1"	"2021"	"2021"	14	3702936	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2 years"	"2"	"2018"	"2018"	11	3991437	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2 years"	"2"	"2022 "	"2022"	10	3693362	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"3 years"	"3"	"2018"	"2018"	19	4036562	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"3 years"	"3"	"2019"	"2019"	14	3998665	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"3 years"	"3"	"2020"	"2020"	22	3921526	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"3 years"	"3"	"2021"	"2021"	20	3856743	0.5
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"3 years"	"3"	"2022 "	"2022"	15	3742836	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"4 years"	"4"	"2018"	"2018"	30	4021168	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"4 years"	"4"	"2019"	"2019"	34	4043323	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"4 years"	"4"	"2020"	"2020"	37	4017847	0.9
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"4 years"	"4"	"2021"	"2021"	28	3935738	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"4 years"	"4"	"2022 "	"2022"	22	3830225	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"5 years"	"5"	"2018"	"2018"	37	4010118	0.9
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"5 years"	"5"	"2019"	"2019"	30	4028281	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"5 years"	"5"	"2020"	"2020"	42	4054336	1.0
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"5 years"	"5"	"2021"	"2021"	33	4040153	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"5 years"	"5"	"2022 "	"2022"	44	3907298	1.1
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"6 years"	"6"	"2018"	"2018"	36	4015259	0.9
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"6 years"	"6"	"2019"	"2019"	26	4017227	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"6 years"	"6"	"2020"	"2020"	44	4040169	1.1
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"6 years"	"6"	"2021"	"2021"	39	4076629	1.0
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"6 years"	"6"	"2022 "	"2022"	38	4008898	0.9
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"7 years"	"7"	"2018"	"2018"	53	4059363	1.3
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"7 years"	"7"	"2019"	"2019"	35	4022319	0.9
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"7 years"	"7"	"2020"	"2020"	44	4029753	1.1
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"7 years"	"7"	"2021"	"2021"	31	4064596	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"7 years"	"7"	"2022 "	"2022"	31	4043729	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"8 years"	"8"	"2018"	"2018"	23	4055624	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"8 years"	"8"	"2019"	"2019"	39	4066194	1.0
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"8 years"	"8"	"2020"	"2020"	35	4034785	0.9
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"8 years"	"8"	"2021"	"2021"	28	4051555	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"8 years"	"8"	"2022 "	"2022"	31	4031341	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"9 years"	"9"	"2018"	"2018"	34	4055278	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"9 years"	"9"	"2019"	"2019"	23	4061874	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"9 years"	"9"	"2020"	"2020"	24	4078668	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"9 years"	"9"	"2021"	"2021"	28	4058615	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"9 years"	"9"	"2022 "	"2022"	27	4017929	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"10 years"	"10"	"2018"	"2018"	30	4184077	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"10 years"	"10"	"2019"	"2019"	32	4060940	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"10 years"	"10"	"2020"	"2020"	23	4074173	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"10 years"	"10"	"2021"	"2021"	33	4103489	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"10 years"	"10"	"2022 "	"2022"	30	4024547	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"11 years"	"11"	"2018"	"2018"	24	4203007	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"11 years"	"11"	"2019"	"2019"	29	4189261	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"11 years"	"11"	"2020"	"2020"	31	4072994	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"11 years"	"11"	"2021"	"2021"	35	4189406	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"11 years"	"11"	"2022 "	"2022"	21	4068564	0.5
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"12 years"	"12"	"2018"	"2018"	34	4168485	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"12 years"	"12"	"2019"	"2019"	25	4208387	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"12 years"	"12"	"2020"	"2020"	23	4200977	0.5
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"12 years"	"12"	"2021"	"2021"	27	4279315	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"12 years"	"12"	"2022 "	"2022"	29	4152811	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"13 years"	"13"	"2018"	"2018"	29	4156887	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"13 years"	"13"	"2019"	"2019"	28	4175221	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"13 years"	"13"	"2020"	"2020"	20	4219921	0.5
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"13 years"	"13"	"2021"	"2021"	31	4442581	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"13 years"	"13"	"2022 "	"2022"	22	4240884	0.5
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"14 years"	"14"	"2018"	"2018"	26	4167071	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"14 years"	"14"	"2019"	"2019"	27	4164459	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"14 years"	"14"	"2020"	"2020"	24	4186358	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"14 years"	"14"	"2021"	"2021"	23	4432993	0.5
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"14 years"	"14"	"2022 "	"2022"	29	4403033	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"15 years"	"15"	"2018"	"2018"	30	4141218	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"15 years"	"15"	"2019"	"2019"	34	4175459	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"15 years"	"15"	"2020"	"2020"	28	4175920	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"15 years"	"15"	"2021"	"2021"	26	4355926	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"15 years"	"15"	"2022 "	"2022"	28	4396566	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"16 years"	"16"	"2018"	"2018"	19	4130744	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"16 years"	"16"	"2019"	"2019"	18	4150420	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"16 years"	"16"	"2020"	"2020"	19	4187874	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"16 years"	"16"	"2021"	"2021"	19	4310462	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"16 years"	"16"	"2022 "	"2022"	20	4325808	0.5
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"17 years"	"17"	"2018"	"2018"	32	4241936	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"17 years"	"17"	"2019"	"2019"	26	4142425	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"17 years"	"17"	"2020"	"2020"	23	4164893	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"17 years"	"17"	"2021"	"2021"	29	4333375	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"17 years"	"17"	"2022 "	"2022"	24	4291066	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"18 years"	"18"	"2018"	"2018"	26	4319722	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"18 years"	"18"	"2019"	"2019"	30	4255827	0.7
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"18 years"	"18"	"2020"	"2020"	25	4159857	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"18 years"	"18"	"2021"	"2021"	19	4292780	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"18 years"	"18"	"2022 "	"2022"	27	4326642	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"19 years"	"19"	"2018"	"2018"	16	4263601	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"19 years"	"19"	"2019"	"2019"	24	4330439	0.6
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"19 years"	"19"	"2020"	"2020"	34	4272385	0.8
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"19 years"	"19"	"2021"	"2021"	19	4272123	Unreliable
	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"19 years"	"19"	"2022 "	"2022"	14	4295710	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"1 year"	"1"	"2018"	"2018"	25	3912900	0.6
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"1 year"	"1"	"2019"	"2019"	32	3829599	0.8
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"1 year"	"1"	"2020"	"2020"	26	3773884	0.7
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"1 year"	"1"	"2021"	"2021"	22	3702936	0.6
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"1 year"	"1"	"2022 "	"2022"	26	3588817	0.7
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2 years"	"2"	"2018"	"2018"	37	3991437	0.9
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2 years"	"2"	"2019"	"2019"	27	3922044	0.7
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2 years"	"2"	"2020"	"2020"	29	3853025	0.8
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2 years"	"2"	"2021"	"2021"	29	3767428	0.8
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2 years"	"2"	"2022 "	"2022"	23	3693362	0.6
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"3 years"	"3"	"2018"	"2018"	29	4036562	0.7
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"3 years"	"3"	"2019"	"2019"	21	3998665	0.5
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"3 years"	"3"	"2020"	"2020"	18	3921526	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"3 years"	"3"	"2021"	"2021"	15	3856743	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"3 years"	"3"	"2022 "	"2022"	32	3742836	0.9
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"4 years"	"4"	"2018"	"2018"	21	4021168	0.5
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"4 years"	"4"	"2019"	"2019"	16	4043323	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"4 years"	"4"	"2020"	"2020"	15	4017847	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"4 years"	"4"	"2021"	"2021"	11	3935738	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"4 years"	"4"	"2022 "	"2022"	17	3830225	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"5 years"	"5"	"2018"	"2018"	18	4010118	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"5 years"	"5"	"2019"	"2019"	17	4028281	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"5 years"	"5"	"2020"	"2020"	14	4054336	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"5 years"	"5"	"2021"	"2021"	15	4040153	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"5 years"	"5"	"2022 "	"2022"	22	3907298	0.6
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"6 years"	"6"	"2018"	"2018"	16	4015259	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"6 years"	"6"	"2019"	"2019"	23	4017227	0.6
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"6 years"	"6"	"2020"	"2020"	13	4040169	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"6 years"	"6"	"2021"	"2021"	16	4076629	Unreliable
	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"6 years"	"6"	"2022 "	"2022"	10	4008898	Unreliable
